sample,ASV001,ASV002,ASV003,ASV004,ASV005,ASV006,ASV007,ASV008,ASV009,ASV010,ASV011,ASV012,ASV013,ASV014,ASV015,ASV016,ASV017,ASV018,ASV019,ASV020,ASV021,ASV022,ASV023,ASV024,ASV025,ASV027,ASV028,ASV029,ASV030,ASV031,ASV032,ASV033,ASV034,ASV035,ASV036,ASV037,ASV038,ASV039,ASV040,ASV041,ASV042,ASV043,ASV044,ASV045,ASV046,ASV048,ASV049,ASV050,ASV051,ASV052,ASV054,ASV055,ASV056,ASV058,ASV059,ASV061,ASV062,ASV063,ASV064,ASV065,ASV066,ASV067,ASV068,ASV069,ASV070,ASV071,ASV072,ASV073,ASV075,ASV076,ASV077,ASV078,ASV079,ASV080,ASV081,ASV082,ASV083,ASV084,ASV085,ASV086,ASV087,ASV090,ASV091,ASV092,ASV093,ASV095,ASV097,ASV098,ASV099,ASV102,ASV103,ASV104,ASV108,ASV110,ASV111,ASV112,ASV114,ASV117,ASV126,ASV127,ASV136
DINP_high_wk22_dinp_d2_C,2.76687e-4,0.174824782,0.075342167,0.060960667,0.119699513,0.032197667,0.075758238,0.103878407,5.57535e-4,0.061643023,0.001620597,0.027608402,0.066330065,0,0.005594077,0.009055789,0.014986883,0.034592157,0.001362633,0.00988169,0.001601874,0.007025362,0.025240957,0.001202446,0.001770383,0.003472114,0.012380198,0.00350956,0,0,0.002101159,0.011015484,0.001210767,0.001281499,0.005400604,0.003162141,0.003012355,2.47562e-4,0,5.57535e-4,0.001599794,4.0983e-4,6.09544e-4,0.008331825,0.012891965,4.90964e-4,0.003432587,0,0.00216149,0.003060203,0,2.62125e-4,4.38955e-4,0,1.43545e-4,2.78768e-4,2.05955e-4,6.49071e-4,0.0013584720000000001,1.66428e-4,3.39098e-4,1.1442e-4,2.14277e-4,0.001079705,5.22169e-4,3.74e-5,1.31062e-4,0,1.1858e-4,0,0,0,3.33e-5,0,0,2.5e-5,7.07e-5,0,0,5.62e-5,0,5.2e-5,3.12e-5,2.08e-5,1.87e-5,1.04018e-4,9.36e-5,3.54e-5,0,0,0,0,2.5e-5,0,0,1.66e-5,0,0,0,0,0
DINP_high_wk22_dinp_d2_D,8.18e-5,0.336130065,0.107048395,0.009037024,0.063381839,0.091178772,0.097892414,0.036237312,3.62447e-4,0.056370804,0.004250858,0.011455199,0.036030996,0.010546292,0.004856796,0.008479412,0.020626049,0.013559253,8.9032e-4,0.01409456,0.002226729,0.004570556,0.007485005,0.004016661,0.003778747,6.26384e-4,0.006009193,0.002202565,0.007098394,0,0.002228587,3.04828e-4,4.66535e-4,0.001321539,0.008180161,0.001241615,0,5.02e-5,0,1.3e-5,0.004786165,0.002905156,0.002031565,0.004354946,0.0026691,0.001713726,3.10404e-4,0.002429327,6.32e-5,0,0,3.95904e-4,3.75458e-4,1.22675e-4,2.11892e-4,0,3.53e-5,0.001483247,0,0,0,8.55e-5,5.39e-5,8.327e-4,0,0,2.71371e-4,3.35e-5,0,0,9.29e-6,0,2.04e-5,0,9.48e-5,0,7.25e-5,2.97e-5,0,2.79e-5,2.23e-5,0,0,9.11e-5,0,7.43e-6,8.74e-5,0,2.04e-5,0,9.29e-6,0,0,0,0,0,0,0,0,5.58e-6,0
DINP_high_wk22_dinp_d2_E,3.61e-5,0.204557175,0.163995379,0.057736935,0.113756614,0.027519932,0.076696371,0.04610549,2.63003e-4,0.042905618,0.006536403,0.006930908,0.093012882,0.014013944,0.010027641,0.010050847,0.019129614,0.016290727,5.26006e-4,0.010589746,0.001833287,0.004019823,0.005386408,0.003988882,0.001175779,4.3576e-4,0.010447931,0.001477459,0.008828656,0,0.002593933,2.99102e-4,4.07397e-4,8.68942e-4,0.003847066,8.19951e-4,0,1.8e-5,0,0,0.013248141,0.001580598,0.001825552,0.004262199,0.005324525,0.001887435,3.71299e-4,0.00159349,4.9e-5,0,0,4.20289e-4,2.99102e-4,5.41e-5,5.67e-5,0,3.09e-5,4.95065e-4,0,0,0,4.13e-5,7.48e-5,5.31163e-4,0,2.58e-5,3.48092e-4,0,0,0,0,0,1.8e-5,0,4.38e-5,0,7.22e-5,9.28e-5,0,5.67e-5,0,0,0,2.84e-5,0,2.58e-6,0,0,0,0,1.03e-5,0,0,0,0,0,0,0,0,5.16e-6,0
DINP_high_wk22_dinp_d2_F,4.47e-5,0.231062795,0.241392896,0.063706229,0.067842997,0.063356902,0.070456384,0.07617957,1.78603e-4,0.061444796,0.008985323,0.004659445,0.010981478,0.020421189,0.006737022,0.002193144,0.009279493,0.005941187,8.72004e-4,0.004746121,4.17617e-4,0.004901085,0.005276678,0.002334976,0.002243048,1.65471e-4,0.006681865,9.27161e-4,9.508e-4,2.36e-5,4.54388e-4,8.93e-5,2.46893e-4,3.70339e-4,0.001704611,5.78e-5,0,3.15e-5,0,4.99e-5,0.001061114,0.001166175,0.002408518,6.5663e-4,0.006148682,2.67905e-4,2.91544e-4,8.50992e-4,1.47085e-4,0,0.007217675,1.33952e-4,5.77834e-4,0,7.35e-5,0,0,2.04869e-4,0,0,0,8.93e-5,4.73e-5,5.72581e-4,0,0,2.70532e-4,0,0,0,0,2.1e-5,0,0,7.35e-5,0,0,0,0,0,1.58e-5,0,0,0,0,2.07495e-4,4.47e-5,1.58e-5,0,0,0,0,0,0,0,0,0,0,0,2.36e-5,0
DINP_high_wk22_dinp_d2_G,7.33e-6,0.187642076,0.256952126,0.023286477,0.155677803,0.014977378,0.054403481,0.036608383,2.46612e-4,0.041289119,0.006866056,0.007183477,0.067935373,0.017758472,0.007701117,0.008721746,0.02596502,0.012540563,6.12866e-4,0.007373929,8.27736e-4,0.006607236,0.007471597,0.002825045,5.44499e-4,4.46831e-4,0.006819663,0.001557804,0.008538619,0,0.001584662,1.95336e-4,4.46831e-4,6.12866e-4,0.001970451,0.001091439,0,4.15e-5,0,0,0.008699771,0.001093881,0.002368447,0.001709189,0.0057795,4.51714e-4,6.25075e-4,0.001096323,2.34403e-4,0,0,3.90672e-4,5.24965e-4,3.91e-5,6.84e-5,0,0,6.1e-5,0,0,0,1.22e-5,1.0011e-4,5.29849e-4,0,2.93e-5,3.76022e-4,0,0,0,0,2.69e-5,0,0,4.15e-5,0,7.57e-5,1.39177e-4,0,5.86e-5,2.2e-5,0,0,0,0,0,1.95e-5,0,2.93e-5,0,0,3.42e-5,0,0,0,1.47e-5,0,0,0,1.71e-5,0
DINP_high_wk22_control_d7_A,0.002666953,0.188154089,0.187068333,0.037588231,0.228308076,0.13605468,0.011175905,0.025124177,0,0.019649016,0.006048608,0.064150243,0.011306617,0,0.008563767,0.005325474,5.20741e-4,0.005481485,0.001237551,0.002424503,2.17151e-4,0.002335956,0.002599489,0,0.004758351,3.12023e-4,0.00291362,0.001851055,0,1.26e-5,1.26496e-4,3.1624e-4,9.52935e-4,0,0.008380348,1.22279e-4,3.37322e-4,2.84616e-4,0,5.27066e-4,6.85186e-4,0.001623363,1.56012e-4,0.00110473,0.010123882,0.001648662,0.008601715,0,0,0,0,3.30997e-4,1.11738e-4,0,4.43e-5,0.001433619,0,4.02678e-4,0,0,0,0,4.64e-5,9.7e-5,0,0,0,0,0,0.006137155,0,0,0,0,6.32e-5,2.11e-5,0,0,0,0,0,7.8e-5,0,0,1.37037e-4,1.28604e-4,0,0,0,2.11e-5,0,0,0,3.79e-5,0,3.58e-5,0,2.11e-5,0,0,0
DINP_high_wk22_control_d7_B,0,0.259565107,0.112619245,0.013269411,0.234640613,0.126332152,0.007807753,0.027412509,0,0.021571662,0.001818335,0.06976641,0.013198451,0,0.010156066,0.011439988,5.76545e-4,0.019513839,0.001696374,0.005215517,9.6017e-4,0.002798462,0.002649891,0,0.00274746,6.0759e-4,0.003463706,0.005244344,1.41919e-4,0,0.00210439,7.25117e-4,0.001368186,0,0.008005109,2.86055e-4,2.92708e-4,4.61236e-4,0,1.30831e-4,3.23752e-4,0.004386179,1.46354e-4,0.001776203,0.018072476,5.32196e-4,0.00240375,0,0,0,0,3.21535e-4,3.77e-5,0,1.48571e-4,6.65245e-4,3.99e-5,3.171e-4,0,0,0,3.0823e-4,3.1e-5,1.35266e-4,0,0,0,0,0,0.001062174,0,0,0,0,1.53006e-4,2.44e-5,0,0,0,0,0,1.02004e-4,6.87e-5,0,5.32e-5,2.22e-6,0,0,0,1.55e-5,5.32e-5,0,0,1.33049e-4,0,3.77e-5,0,5.32e-5,0,0,8.87e-6
DINP_high_wk22_control_d7_C,3.28972e-4,0.130500057,0.153137293,0.035708376,0.239010852,0.088746578,0.013164847,0.040932046,1.87414e-4,0.029531684,0.003626663,0.076050267,0.03690663,0,0.008138559,0.010985659,0.001222179,0.033704639,0.001427538,0.006471769,0.00128598,0.003620682,0.00514392,2.01371e-4,0.001866166,0.001262055,0.006168717,0.004687347,0,0,0.002049593,8.93208e-4,0.001786416,6.5595e-4,0.01002865,0.001630902,4.50591e-4,1.73458e-4,0,3.2299e-4,9.68971e-4,0.007721861,3.54891e-4,0.002729468,0.016129579,0.001000871,0.004767098,0,9.74952e-4,1.8542e-4,0,4.98442e-4,4.26666e-4,0,1.63489e-4,4.32648e-4,1.77445e-4,2.25296e-4,6.79875e-4,3.39e-5,4.98e-5,3.13021e-4,4.19e-5,3.19003e-4,3.17009e-4,0,1.5352e-4,0,3.79e-5,0,0.008553263,0,2.79e-5,0,0,1.79e-5,1.79e-5,0,0,2.29283e-4,1.4e-5,1.07663e-4,4.98e-5,0,3.99e-5,5.18e-5,5.58e-5,0,0,4.19e-5,0,0,3.19e-5,0,0,1.99e-5,1.2e-5,0,1.2e-5,0,0
DINP_high_wk22_control_d7_D,8.55e-5,0.187073877,0.190150406,0.010880092,0.097730553,0.156069142,0.016477279,0.090431548,2.39452e-4,0.072891701,0.006704651,0.018602414,0.016646178,0.008252536,0.005571531,0.010497397,0.00345281,0.010818091,5.25939e-4,0.013960897,0.001265674,0.00226624,0.008406469,8.38081e-4,0.007700942,1.60347e-4,0.009062824,0.004036474,0.004504687,2.35e-5,0.002343207,3.18556e-4,0.001434573,3.03591e-4,0.009351449,3.37798e-4,0,4.06e-5,0,0,0.005349183,0.003371567,0.001599196,0.003859023,0.004615862,0.003266807,3.20694e-4,0.00445979,1.00484e-4,0,0,1.28278e-4,0,3.07867e-4,3.93385e-4,0,0,7.88908e-4,0,0,0,1.53933e-4,6.41e-5,2.2021e-4,0,0,4.91731e-4,1.94555e-4,0,0,1.28e-5,0,1.53933e-4,0,0,0,1.43244e-4,0,0,7.48e-5,0,0,0,0,0,1.51795e-4,1.11174e-4,6.2e-5,0,0,0,3.63e-5,0,0,0,2.78e-5,0,0,0,8.55e-6,0
DINP_high_wk22_control_d7_E,4.41e-5,0.109429826,0.307993909,0.025307548,0.193436859,0.076653352,0.01102439,0.015465042,2.08424e-4,0.049188006,0.010634515,0.025135905,0.055200418,0.011404457,0.012064057,0.012228344,0.003410793,0.009192714,4.34012e-4,0.009374165,0.001037215,0.001807157,0.005671578,0.001076447,0.001704171,1.61835e-4,0.008663072,0.002479017,0.005703455,0,0.001537432,2.01068e-4,9.36681e-4,1.00534e-4,0.002861536,2.1578e-4,0,3.19e-5,0,0,0.01012449,0.001537432,0.001051927,0.003381369,0.00547051,0.002966973,3.94779e-4,0.001461418,9.07e-5,0,0,3.62903e-4,0,2.7e-5,6.13e-5,0,2.21e-5,1.10342e-4,0,0,0,0,5.64e-5,1.29958e-4,0,0,4.11943e-4,0,0,0,0,0,0,0,0,0,1.88807e-4,2.94e-5,0,3.92e-5,0,0,0,0,0,4.9e-6,0,0,9.81e-6,0,0,3.92e-5,0,0,7.36e-6,0,0,0,0,0,0
DINP_high_wk22_control_d7_F,9.75e-5,0.116868297,0.304238194,0.050053283,0.09718012,0.191310478,0.010901474,0.039219909,6.81e-5,0.051095025,0.014711377,0.016078893,0.004886614,0.021352018,0.007343725,0.003393942,0.003846713,0.003311118,0.001012293,0.002050353,9.02e-5,0.001120884,0.002079802,5.42957e-4,0.004378627,2.21e-5,0.005293372,0.001615988,6.20259e-4,1.47e-5,1.63807e-4,6.26e-5,3.4418e-4,6.99e-5,0.00241846,0,0,1.47e-5,0,0,4.74857e-4,0.001742984,0.002517849,0.001264446,0.00300743,0.001043582,1.06751e-4,0.001131928,1.50924e-4,0,0.019620077,7.55e-5,0,0,3.5e-5,0,0,4.97e-5,0,0,0,5.89e-5,5.15e-5,5.77927e-4,0,0.009567088,5.34e-5,0,0,0,0,9.94e-5,1.29e-5,0,0,0,0,0,0,1.47e-5,0,0,0,0,0,4.32525e-4,1.84e-5,1.66e-5,0,0,0,0,0,0,0,0,0,0,0,0,0
DINP_high_wk22_control_d7_G,1.52e-5,0.067819662,0.379779263,0.023312263,0.223868877,0.028854539,0.011524896,0.009908851,1.3232e-4,0.040461864,0.011279778,0.030698348,0.065659151,0.014470653,0.010574791,0.008481525,0.006364398,0.007969597,5.16267e-4,0.006611685,7.80908e-4,0.002637733,0.005449,0.001527108,7.26678e-4,1.47505e-4,0.009438137,0.001819949,0.00464857,0,0.001284159,2.45118e-4,7.15832e-4,1.04121e-4,0.002273309,3.18871e-4,0,4.56e-5,0,0,0.006440319,0.001032533,0.001466371,0.001644244,0.005149652,7.44031e-4,5.40128e-4,0.001071579,9.33e-5,0,0,3.62254e-4,1.3e-5,0,6.51e-5,0,3.04e-5,0,0,0,0,3.47e-5,4.56e-5,1.19305e-4,0,0,3.2104e-4,0,0,0,0,0,0,0,0,0,8.89e-5,2.82e-5,0,3.69e-5,0,0,0,0,0,9.33e-5,1.52e-5,1.74e-5,0,0,0,4.56e-5,0,0,0,1.95e-5,0,0,0,1.52e-5,0
DINP_high_wk22_dinp_d7_A,0.001484023,0.106860808,0.147684477,0.012884522,0.174251464,0.14249972,0.018160632,0.207410791,1.30504e-4,0.020343786,0.003594467,0.035922294,0.026686304,0,0.008348559,0.008251613,0.001390805,0.008341101,7.96077e-4,0.002345352,2.21858e-4,0.004787651,0.003950557,0,0.004597487,1.30504e-4,0.00990902,0.002956859,2.05e-5,0,2.74059e-4,0.001588426,0.001480294,2.10672e-4,0.005386107,8.76e-5,0.014215668,6.99131e-4,0,8.57601e-4,5.05239e-4,3.61684e-4,1.82706e-4,0.002276371,0.006131847,0.00174876,0.006273537,0,2.23722e-4,3.36e-5,0,1.93892e-4,7.46e-5,0,3.17e-5,8.38957e-4,2.8e-5,2.144e-4,2.03214e-4,1.80842e-4,1.99485e-4,9.88e-5,5.59e-5,9.51e-5,1.73385e-4,0,4.85e-5,0,0,0,0,0,1.86e-5,0,5.97e-5,2.8e-5,1.51012e-4,0,0,7.46e-5,0,8.95e-5,0,2.61e-5,9.32e-5,4.47444e-4,0,0,0,1.12e-5,0,0,0,3.17e-5,0,2.42e-5,0,0,0,0,0
DINP_high_wk22_dinp_d7_B,2.46887e-4,0.204349913,0.122099323,0.01254225,0.23745628,0.155237041,0.015636175,0.081486416,1.41078e-4,0.020340743,0.001869287,0.029083677,0.011858412,0,0.008987861,0.015579352,0.001236394,0.010449589,0.001310852,0.005072939,9.52278e-4,0.002002528,0.004173565,0,0.003064534,2.64522e-4,0.0063544,0.005261044,1.19525e-4,5.88e-6,0.001904557,0.003174261,0.001579293,1.78307e-4,0.006634597,3.19386e-4,1.13646e-4,4.13438e-4,0,1.62632e-4,2.95872e-4,0.001951583,7.05e-5,0.002212186,0.014147015,7.07351e-4,0.001745844,0,9.8e-5,5.49e-5,0,1.50875e-4,3.14e-5,0,6.66e-5,4.21275e-4,3.33e-5,3.21345e-4,2.84116e-4,3.09588e-4,1.41078e-4,3.76209e-4,4.51e-5,4.31e-5,9.6e-5,0,2.94e-5,0,2.16e-5,0,0,0,0,0,8.23e-5,0,1.37159e-4,0,0.00378756,0,1.96e-5,1.13646e-4,1.43038e-4,1.76e-5,1.96e-5,1.52835e-4,2.35e-5,0,0,9.8e-6,0,0,2.16e-5,1.03849e-4,0,0,0,3.53e-5,9.8e-6,0,0
DINP_high_wk22_dinp_d7_C,2.64279e-4,0.113588818,0.152078031,0.025628384,0.219231504,0.104749912,0.01280753,0.042615516,3.78e-5,0.025335234,0.003115825,0.089053082,0.048152047,0,0.010511191,0.013818007,0.001010478,0.039082175,0.001801094,0.007672969,0.001485736,0.002802688,0.006409317,3.08695e-4,0.00163231,0.002422926,0.009067651,0.004896931,0,0,0.002056489,0.001947668,0.002118672,5.50766e-4,0.011543877,0.001596777,4.37504e-4,1.90991e-4,0,3.44229e-4,0.001026024,0.007040033,2.57616e-4,0.002711634,0.017351349,0.001163715,0.004745915,0,7.41757e-4,6.44e-5,0,4.50829e-4,4.0197e-4,0,1.31029e-4,4.46387e-4,1.46575e-4,2.04316e-4,3.95308e-4,0,6e-5,1.95433e-4,2.22e-5,3.731e-4,2.9537e-4,0,1.66562e-4,0,2.66e-5,4.59712e-4,0,0,5.77e-5,0,0,3.55e-5,0,0,0,9.33e-5,0,9.77e-5,2e-5,0,3.55e-5,2.33187e-4,6.88e-5,0,0,2.44e-5,0,0,1.55e-5,0,2.66e-5,3.11e-5,4.44e-6,0,0,0,0
DINP_high_wk22_dinp_d7_D,1.33322e-4,0.174222002,0.210653462,0.024075215,0.117448331,0.175571216,0.01677719,0.024240533,2.34646e-4,0.066762125,0.007993963,0.027992203,0.016518546,0.010359088,0.006967387,0.012014943,0.003511691,0.010276429,7.2527e-4,0.012841537,0.00155453,0.002730426,0.007364685,0.001637189,0.00533553,2.34646e-4,0.009335179,0.004487605,0.004226295,1.33e-5,0.001981159,3.03973e-4,0.001069239,3.51969e-4,0.008116619,5.6795e-4,0,4.8e-5,0,0,0.004343618,0.002202473,0.001941163,0.003948986,0.005484851,0.004452941,5.38619e-4,0.004146302,8.53e-5,0,0,5.38619e-4,0,5.87e-5,3.41303e-4,0,0,8.31927e-4,0,0,0,1.4932e-4,6.93e-5,2.66643e-4,0,0,3.83966e-4,1.75985e-4,0,0,1.6e-5,0,1.78651e-4,0,0,0,2.18647e-4,0,0,4.27e-5,0,0,0,0,0,7.09271e-4,9.6e-5,4.27e-5,0,0,0,2.4e-5,0,0,0,0,0,0,0,2.67e-5,0
DINP_high_wk22_dinp_d7_E,6.67e-5,0.114423676,0.284662904,0.083002746,0.174970446,0.06470101,0.010283027,0.020645548,2.05148e-4,0.047927624,0.009890682,0.010175324,0.064262507,0.014686009,0.011542121,0.012952511,0.002718207,0.006485231,3.28236e-4,0.00834951,6.20572e-4,0.001666825,0.005569759,7.4366e-4,0.001474499,1.7694e-4,0.008487985,0.002423307,0.003472124,0,0.001418083,2.64128e-4,7.61611e-4,8.72e-5,0.002936176,1.97455e-4,0,3.33e-5,0,0,0.00799563,0.001187292,8.00076e-4,0.003131066,0.006080064,0.004341438,3.84652e-4,0.001787349,1.41039e-4,0,0,2.51306e-4,3.33e-5,1.03e-5,1.07703e-4,0,0,1.53861e-4,0,0,0,4.62e-5,2.82e-5,1.41039e-4,0,0,3.51315e-4,0,0,0,0,1.30782e-4,4.36e-5,0,0,0,1.15396e-4,1.54e-5,0,4.1e-5,0,0,0,0,0,0,0,2.82e-5,0,0,0,2.31e-5,0,0,0,0,0,0,0,1.8e-5,0
DINP_high_wk22_dinp_d7_F,4.07e-5,0.146070378,0.319717015,0.033137804,0.10173876,0.1803805,0.006847451,0.016281716,7.5e-5,0.054584577,0.0132084,0.022856984,0.014888651,0.01678322,0.005985894,0.003216909,0.002552524,0.003384077,8.55128e-4,0.003731271,2.01459e-4,8.55128e-4,0.002715405,6.64385e-4,0.00389201,6.64e-5,0.007286802,0.001427356,9.96577e-4,0,2.46465e-4,5.57e-5,3.00045e-4,4.5e-5,0.002721835,8.57e-6,0,3e-5,0,1.07e-5,6.45096e-4,0.001217325,0.001189463,0.003795567,0.003849146,0.001230184,2.03602e-4,0.001455217,1.54309e-4,0,0.0010523,2.55038e-4,0,0,7.93e-5,0,0,6e-5,0,0,0,1.4145e-4,3.64e-5,1.20018e-4,0,0,7.07e-5,0,0,1.43593e-4,0,3.55767e-4,0,0,4.93e-5,0,0,0,0,1.07e-5,0,0,0,0,0,1.17875e-4,3.43e-5,0,0,0,0,0,0,0,0,2.57e-5,0,0,0,0,0
DINP_high_wk22_dinp_d7_G,1.01e-5,0.063763463,0.358109096,0.069924854,0.209691401,0.056886394,0.008958586,0.043104534,6.55e-5,0.038417342,0.011145943,0.005256712,0.040773538,0.024365843,0.010687304,0.01332322,0.003449875,0.003583435,6.87959e-4,0.003540595,1.2096e-4,0.001139038,0.002903036,7.06e-5,7.25759e-4,2.4192e-4,0.00665027,0.002144517,0.001254958,0,4.78799e-4,1.1592e-4,7.10639e-4,1.1592e-4,0.001947957,1.8396e-4,0,0,0,0,0.001582558,0.001547278,4.40999e-4,8.08919e-4,0.00678887,8.26559e-4,3.1248e-4,0.001723677,1.2096e-4,0,0,1.8396e-4,5.29e-5,2.52e-5,1.0836e-4,0,1.76e-5,5.54e-5,0,0,0,2.77e-5,4.28e-5,8.32e-5,0,0,1.6632e-4,0,0,0,0,1.2348e-4,0,0,0,0,3.02e-5,2.77e-5,0,3.02e-5,0,0,0,0,0,1.89e-4,3.78e-5,2.52e-5,0,0,0,2.77e-5,0,0,0,1.26e-5,0,0,0,0,0
